,Unnamed: 0,name,time,month,day,hourly_temperature,hourly_wind_speed,AWT26_Power,AWP_200_Power,D2CF_200_Power,AN_Bonus_150/30_Power,Aria_20_Power,WWD-1_D64_Power,solar,Solar_AllMax,Solar_TrinaSolar,Solar_Mitsubishi,Solar_FirstSolar
0,43795,"BINGHAMTON GREATER AP, NY US",1,1,1,-4.3,4.4,56.628858027791495,51.38016857932209,85.28024813157342,63.67880060079696,8.673749070641323,459.0465643661978,0.0,0.0,0.0,0.0,0.0
1,43796,"BINGHAMTON GREATER AP, NY US",2,1,1,-4.4,4.3,51.61130982411126,47.87576789096576,80.87296278394885,59.909574109551244,8.329796458673373,434.8765875661579,0.0,0.0,0.0,0.0,0.0
2,43797,"BINGHAMTON GREATER AP, NY US",3,1,1,-4.6,4.3,51.61130982411126,47.87576789096576,80.87296278394885,59.909574109551244,8.329796458673373,434.8765875661579,0.0,0.0,0.0,0.0,0.0
3,43798,"BINGHAMTON GREATER AP, NY US",4,1,1,-4.7,4.2,46.798563246265104,44.32977403920151,76.59965938857883,56.10674826337308,7.9892832784585455,411.50254269476363,0.0,0.0,0.0,0.0,0.0
4,43799,"BINGHAMTON GREATER AP, NY US",5,1,1,-4.8,4.3,51.61130982411126,47.87576789096576,80.87296278394885,59.909574109551244,8.329796458673373,434.8765875661579,0.0,0.0,0.0,0.0,0.0
5,43800,"BINGHAMTON GREATER AP, NY US",6,1,1,-4.8,4.3,51.61130982411126,47.87576789096576,80.87296278394885,59.909574109551244,8.329796458673373,434.8765875661579,0.0,0.0,0.0,0.0,0.0
6,43801,"BINGHAMTON GREATER AP, NY US",7,1,1,-4.9,4.4,56.628858027791495,51.38016857932209,85.28024813157342,63.67880060079696,8.673749070641323,459.0465643661978,0.0,0.0,0.0,0.0,0.0
7,43802,"BINGHAMTON GREATER AP, NY US",8,1,1,-4.9,4.3,51.61130982411126,47.87576789096576,80.87296278394885,59.909574109551244,8.329796458673373,434.8765875661579,3.0,0.9870831000000001,1.1022427950000002,0.822550603125,1.4312514093750002
8,43803,"BINGHAMTON GREATER AP, NY US",9,1,1,-4.5,4.4,56.628858027791495,51.38016857932209,85.28024813157342,63.67880060079696,8.673749070641323,459.0465643661978,21.0,6.8864859,7.689909255000001,5.737824553125,9.984469359375002
9,43804,"BINGHAMTON GREATER AP, NY US",10,1,1,-3.8,4.8,78.57063809869672,64.75022451762354,104.2971054896984,78.15235193760381,10.083339924892444,563.0249605086815,42.0,13.7076156,15.306837419999999,11.4193582125,19.8723018375
10,43805,"BINGHAMTON GREATER AP, NY US",11,1,1,-3.2,5.1,96.66653462987009,73.91745427664839,119.77204492380358,88.13475966484984,11.170465992241335,646.1155500858972,338.0,106.5647076,118.99725682,88.5672237125,154.2765573375
11,43806,"BINGHAMTON GREATER AP, NY US",12,1,1,-2.6,5.1,96.66653462987009,73.91745427664839,119.77204492380358,88.13475966484984,11.170465992241335,646.1155500858972,440.0,136.83912,152.80368399999998,113.631485,198.006171
