,Year,Month,Day,Hour,Consumption
0,2020,1,1,1,15417.0
315,2020,1,1,2,14891.0
630,2020,1,1,3,14506.0
945,2020,1,1,4,14226.0
1260,2020,1,1,5,14211.0
1575,2020,1,1,6,14404.0
1890,2020,1,1,7,14789.0
2205,2020,1,1,8,15135.0
2520,2020,1,1,9,15476.0
2835,2020,1,1,10,15945.0
3150,2020,1,1,11,16280.0
3465,2020,1,1,12,16675.0
3780,2020,1,1,13,17147.0
4095,2020,1,1,14,17331.0
4410,2020,1,1,15,17429.0
4725,2020,1,1,16,17569.0
5040,2020,1,1,17,18263.0
5355,2020,1,1,18,19149.0
5670,2020,1,1,19,19052.0
5985,2020,1,1,20,18766.0
6300,2020,1,1,21,18344.0
6615,2020,1,1,22,17726.0
6930,2020,1,1,23,16786.0
7245,2020,1,1,24,15799.0
1,2020,1,2,1,15082.0
316,2020,1,2,2,14666.0
631,2020,1,2,3,14481.0
946,2020,1,2,4,14400.0
1261,2020,1,2,5,14661.0
1576,2020,1,2,6,15458.0
1891,2020,1,2,7,16907.0
2206,2020,1,2,8,18067.0
2521,2020,1,2,9,18467.0
2836,2020,1,2,10,18503.0
3151,2020,1,2,11,18299.0
3466,2020,1,2,12,18023.0
3781,2020,1,2,13,17835.0
4096,2020,1,2,14,18061.0
4411,2020,1,2,15,18219.0
4726,2020,1,2,16,18421.0
5041,2020,1,2,17,19099.0
5356,2020,1,2,18,19989.0
5671,2020,1,2,19,19837.0
5986,2020,1,2,20,19395.0
6301,2020,1,2,21,18766.0
6616,2020,1,2,22,17930.0
6931,2020,1,2,23,16783.0
7246,2020,1,2,24,15636.0
2,2020,1,3,1,14772.0
317,2020,1,3,2,14219.0
632,2020,1,3,3,13922.0
947,2020,1,3,4,13810.0
1262,2020,1,3,5,13997.0
1577,2020,1,3,6,14742.0
1892,2020,1,3,7,16154.0
2207,2020,1,3,8,17387.0
2522,2020,1,3,9,17981.0
2837,2020,1,3,10,18406.0
3152,2020,1,3,11,18701.0
3467,2020,1,3,12,18732.0
3782,2020,1,3,13,18654.0
4097,2020,1,3,14,18647.0
4412,2020,1,3,15,18594.0
4727,2020,1,3,16,18592.0
5042,2020,1,3,17,19072.0
5357,2020,1,3,18,19572.0
5672,2020,1,3,19,19247.0
5987,2020,1,3,20,18754.0
6302,2020,1,3,21,18224.0
6617,2020,1,3,22,17457.0
6932,2020,1,3,23,16458.0
7247,2020,1,3,24,15387.0
3,2020,1,4,1,14600.0
318,2020,1,4,2,14026.0
633,2020,1,4,3,13701.0
948,2020,1,4,4,13538.0
1263,2020,1,4,5,13563.0
1578,2020,1,4,6,13860.0
1893,2020,1,4,7,14432.0
2208,2020,1,4,8,15192.0
2523,2020,1,4,9,15930.0
2838,2020,1,4,10,16713.0
3153,2020,1,4,11,17238.0
3468,2020,1,4,12,17504.0
3783,2020,1,4,13,17514.0
4098,2020,1,4,14,17439.0
4413,2020,1,4,15,17306.0
4728,2020,1,4,16,17357.0
5043,2020,1,4,17,17894.0
5358,2020,1,4,18,18489.0
5673,2020,1,4,19,18396.0
5988,2020,1,4,20,18040.0
6303,2020,1,4,21,17735.0
6618,2020,1,4,22,17225.0
6933,2020,1,4,23,16491.0
7248,2020,1,4,24,15696.0
4,2020,1,5,1,14755.0
319,2020,1,5,2,14212.0
634,2020,1,5,3,14073.0
949,2020,1,5,4,13961.0
1264,2020,1,5,5,13992.0
1579,2020,1,5,6,14252.0
1894,2020,1,5,7,14712.0
2209,2020,1,5,8,15301.0
2524,2020,1,5,9,15958.0
2839,2020,1,5,10,16567.0
3154,2020,1,5,11,16811.0
3469,2020,1,5,12,16957.0
3784,2020,1,5,13,17078.0
4099,2020,1,5,14,17103.0
4414,2020,1,5,15,17226.0
4729,2020,1,5,16,17600.0
5044,2020,1,5,17,18444.0
5359,2020,1,5,18,19519.0
5674,2020,1,5,19,19436.0
5989,2020,1,5,20,19118.0
6304,2020,1,5,21,18669.0
6619,2020,1,5,22,17935.0
6934,2020,1,5,23,16924.0
7249,2020,1,5,24,15937.0
5,2020,1,6,1,15244.0
320,2020,1,6,2,14855.0
635,2020,1,6,3,14607.0
950,2020,1,6,4,14552.0
1265,2020,1,6,5,14841.0
1580,2020,1,6,6,15797.0
1895,2020,1,6,7,17456.0
2210,2020,1,6,8,18741.0
2525,2020,1,6,9,19182.0
2840,2020,1,6,10,19544.0
3155,2020,1,6,11,19602.0
3470,2020,1,6,12,19291.0
3785,2020,1,6,13,18943.0
4100,2020,1,6,14,18971.0
4415,2020,1,6,15,18851.0
4730,2020,1,6,16,19012.0
5045,2020,1,6,17,19667.0
5360,2020,1,6,18,20631.0
5675,2020,1,6,19,20527.0
5990,2020,1,6,20,20151.0
6305,2020,1,6,21,19532.0
6620,2020,1,6,22,18665.0
6935,2020,1,6,23,17440.0
7250,2020,1,6,24,16252.0
6,2020,1,7,1,15400.0
321,2020,1,7,2,14958.0
636,2020,1,7,3,14739.0
951,2020,1,7,4,14719.0
1266,2020,1,7,5,14979.0
1581,2020,1,7,6,15940.0
1896,2020,1,7,7,17625.0
2211,2020,1,7,8,18904.0
2526,2020,1,7,9,19197.0
2841,2020,1,7,10,19170.0
3156,2020,1,7,11,19076.0
3471,2020,1,7,12,19016.0
3786,2020,1,7,13,19014.0
4101,2020,1,7,14,19013.0
4416,2020,1,7,15,18949.0
4731,2020,1,7,16,19187.0
5046,2020,1,7,17,19898.0
5361,2020,1,7,18,20609.0
5676,2020,1,7,19,20501.0
5991,2020,1,7,20,20105.0
6306,2020,1,7,21,19513.0
6621,2020,1,7,22,18594.0
6936,2020,1,7,23,17382.0
7251,2020,1,7,24,16242.0
7,2020,1,8,1,15448.0
322,2020,1,8,2,15022.0
637,2020,1,8,3,14762.0
952,2020,1,8,4,14736.0
1267,2020,1,8,5,14998.0
1582,2020,1,8,6,15897.0
1897,2020,1,8,7,17562.0
2212,2020,1,8,8,18813.0
2527,2020,1,8,9,19110.0
2842,2020,1,8,10,19258.0
3157,2020,1,8,11,19200.0
3472,2020,1,8,12,19160.0
3787,2020,1,8,13,19133.0
4102,2020,1,8,14,19035.0
4417,2020,1,8,15,19165.0
4732,2020,1,8,16,19588.0
5047,2020,1,8,17,20380.0
5362,2020,1,8,18,21466.0
5677,2020,1,8,19,21502.0
5992,2020,1,8,20,21182.0
6307,2020,1,8,21,20599.0
6622,2020,1,8,22,19767.0
6937,2020,1,8,23,18534.0
7252,2020,1,8,24,17458.0
8,2020,1,9,1,16709.0
323,2020,1,9,2,16295.0
638,2020,1,9,3,16051.0
953,2020,1,9,4,16018.0
1268,2020,1,9,5,16302.0
1583,2020,1,9,6,17212.0
1898,2020,1,9,7,18966.0
2213,2020,1,9,8,20171.0
2528,2020,1,9,9,20345.0
2843,2020,1,9,10,20143.0
3158,2020,1,9,11,19899.0
3473,2020,1,9,12,19645.0
3788,2020,1,9,13,19518.0
4103,2020,1,9,14,19486.0
4418,2020,1,9,15,19605.0
4733,2020,1,9,16,19974.0
5048,2020,1,9,17,20755.0
5363,2020,1,9,18,21644.0
5678,2020,1,9,19,21581.0
5993,2020,1,9,20,21180.0
6308,2020,1,9,21,20549.0
6623,2020,1,9,22,19580.0
6938,2020,1,9,23,18357.0
7253,2020,1,9,24,17136.0
9,2020,1,10,1,16242.0
324,2020,1,10,2,15717.0
639,2020,1,10,3,15366.0
954,2020,1,10,4,15222.0
1269,2020,1,10,5,15401.0
1584,2020,1,10,6,16222.0
1899,2020,1,10,7,17752.0
2214,2020,1,10,8,18948.0
2529,2020,1,10,9,19246.0
2844,2020,1,10,10,19504.0
3159,2020,1,10,11,19651.0
3474,2020,1,10,12,19625.0
3789,2020,1,10,13,19329.0
4104,2020,1,10,14,18989.0
4419,2020,1,10,15,18807.0
4734,2020,1,10,16,18801.0
5049,2020,1,10,17,19239.0
5364,2020,1,10,18,19774.0
5679,2020,1,10,19,19433.0
5994,2020,1,10,20,18897.0
6309,2020,1,10,21,18287.0
6624,2020,1,10,22,17572.0
6939,2020,1,10,23,16594.0
7254,2020,1,10,24,15544.0
10,2020,1,11,1,14723.0
325,2020,1,11,2,14151.0
640,2020,1,11,3,13760.0
955,2020,1,11,4,13609.0
1270,2020,1,11,5,13617.0
1585,2020,1,11,6,13856.0
1900,2020,1,11,7,14414.0
2215,2020,1,11,8,15051.0
2530,2020,1,11,9,15608.0
2845,2020,1,11,10,16066.0
3160,2020,1,11,11,16253.0
3475,2020,1,11,12,16244.0
3790,2020,1,11,13,16201.0
4105,2020,1,11,14,16195.0
4420,2020,1,11,15,16339.0
4735,2020,1,11,16,16440.0
5050,2020,1,11,17,16886.0
5365,2020,1,11,18,17592.0
5680,2020,1,11,19,17488.0
5995,2020,1,11,20,17147.0
6310,2020,1,11,21,16723.0
6625,2020,1,11,22,16139.0
6940,2020,1,11,23,15417.0
7255,2020,1,11,24,14606.0
11,2020,1,12,1,13845.0
326,2020,1,12,2,13360.0
641,2020,1,12,3,13023.0
956,2020,1,12,4,12835.0
1271,2020,1,12,5,12863.0
1586,2020,1,12,6,13054.0
1901,2020,1,12,7,13462.0
2216,2020,1,12,8,14004.0
2531,2020,1,12,9,14586.0
2846,2020,1,12,10,15143.0
3161,2020,1,12,11,15479.0
3476,2020,1,12,12,15629.0
3791,2020,1,12,13,15747.0
4106,2020,1,12,14,15821.0
4421,2020,1,12,15,15953.0
4736,2020,1,12,16,16281.0
5051,2020,1,12,17,16966.0
5366,2020,1,12,18,18006.0
5681,2020,1,12,19,18050.0
5996,2020,1,12,20,17785.0
6311,2020,1,12,21,17391.0
6626,2020,1,12,22,16761.0
6941,2020,1,12,23,15841.0
7256,2020,1,12,24,14936.0
12,2020,1,13,1,14334.0
327,2020,1,13,2,13987.0
642,2020,1,13,3,13831.0
957,2020,1,13,4,13833.0
1272,2020,1,13,5,14150.0
1587,2020,1,13,6,15172.0
1902,2020,1,13,7,16929.0
2217,2020,1,13,8,18182.0
2532,2020,1,13,9,18488.0
2847,2020,1,13,10,18803.0
3162,2020,1,13,11,19013.0
3477,2020,1,13,12,19070.0
3792,2020,1,13,13,18985.0
4107,2020,1,13,14,18924.0
4422,2020,1,13,15,18842.0
4737,2020,1,13,16,18944.0
5052,2020,1,13,17,19463.0
5367,2020,1,13,18,20064.0
5682,2020,1,13,19,19875.0
5997,2020,1,13,20,19473.0
6312,2020,1,13,21,18838.0
6627,2020,1,13,22,17966.0
6942,2020,1,13,23,16836.0
7257,2020,1,13,24,15731.0
13,2020,1,14,1,14887.0
328,2020,1,14,2,14356.0
643,2020,1,14,3,14131.0
958,2020,1,14,4,14073.0
1273,2020,1,14,5,14325.0
1588,2020,1,14,6,15265.0
1903,2020,1,14,7,16982.0
2218,2020,1,14,8,18229.0
2533,2020,1,14,9,18568.0
2848,2020,1,14,10,18664.0
3163,2020,1,14,11,18585.0
3478,2020,1,14,12,18535.0
3793,2020,1,14,13,18470.0
4108,2020,1,14,14,18419.0
4423,2020,1,14,15,18468.0
4738,2020,1,14,16,18729.0
5053,2020,1,14,17,19334.0
5368,2020,1,14,18,20039.0
5683,2020,1,14,19,19865.0
5998,2020,1,14,20,19438.0
6313,2020,1,14,21,18795.0
6628,2020,1,14,22,17859.0
6943,2020,1,14,23,16690.0
7258,2020,1,14,24,15551.0
14,2020,1,15,1,14673.0
329,2020,1,15,2,14148.0
644,2020,1,15,3,13869.0
959,2020,1,15,4,13830.0
1274,2020,1,15,5,14075.0
1589,2020,1,15,6,15013.0
1904,2020,1,15,7,16711.0
2219,2020,1,15,8,17963.0
2534,2020,1,15,9,18128.0
2849,2020,1,15,10,18071.0
3164,2020,1,15,11,17910.0
3479,2020,1,15,12,17775.0
3794,2020,1,15,13,17616.0
4109,2020,1,15,14,17539.0
4424,2020,1,15,15,17546.0
4739,2020,1,15,16,17811.0
5054,2020,1,15,17,18471.0
5369,2020,1,15,18,19514.0
5684,2020,1,15,19,19547.0
5999,2020,1,15,20,19212.0
6314,2020,1,15,21,18675.0
6629,2020,1,15,22,17809.0
6944,2020,1,15,23,16647.0
7259,2020,1,15,24,15552.0
15,2020,1,16,1,14740.0
330,2020,1,16,2,14278.0
645,2020,1,16,3,13983.0
960,2020,1,16,4,13894.0
1275,2020,1,16,5,14171.0
1590,2020,1,16,6,15088.0
1905,2020,1,16,7,16774.0
2220,2020,1,16,8,18072.0
2535,2020,1,16,9,18365.0
2850,2020,1,16,10,18578.0
3165,2020,1,16,11,18463.0
3480,2020,1,16,12,18513.0
3795,2020,1,16,13,18483.0
4110,2020,1,16,14,18557.0
4425,2020,1,16,15,18723.0
4740,2020,1,16,16,18944.0
5055,2020,1,16,17,19607.0
5370,2020,1,16,18,20605.0
5685,2020,1,16,19,20630.0
6000,2020,1,16,20,20298.0
6315,2020,1,16,21,19816.0
6630,2020,1,16,22,19002.0
6945,2020,1,16,23,17927.0
7260,2020,1,16,24,16903.0
16,2020,1,17,1,16219.0
331,2020,1,17,2,15831.0
646,2020,1,17,3,15619.0
961,2020,1,17,4,15646.0
1276,2020,1,17,5,16006.0
1591,2020,1,17,6,17012.0
1906,2020,1,17,7,18763.0
2221,2020,1,17,8,20005.0
2536,2020,1,17,9,20308.0
2851,2020,1,17,10,20281.0
3166,2020,1,17,11,20188.0
3481,2020,1,17,12,20047.0
3796,2020,1,17,13,19830.0
4111,2020,1,17,14,19688.0
4426,2020,1,17,15,19653.0
4741,2020,1,17,16,19947.0
5056,2020,1,17,17,20626.0
5371,2020,1,17,18,21530.0
5686,2020,1,17,19,21517.0
6001,2020,1,17,20,21193.0
6316,2020,1,17,21,20721.0
6631,2020,1,17,22,20043.0
6946,2020,1,17,23,19089.0
7261,2020,1,17,24,18120.0
17,2020,1,18,1,17337.0
332,2020,1,18,2,16802.0
647,2020,1,18,3,16467.0
962,2020,1,18,4,16337.0
1277,2020,1,18,5,16361.0
1592,2020,1,18,6,16689.0
1907,2020,1,18,7,17317.0
2222,2020,1,18,8,18132.0
2537,2020,1,18,9,18854.0
2852,2020,1,18,10,19371.0
3167,2020,1,18,11,19681.0
3482,2020,1,18,12,19810.0
3797,2020,1,18,13,19882.0
4112,2020,1,18,14,20105.0
4427,2020,1,18,15,20110.0
4742,2020,1,18,16,20099.0
5057,2020,1,18,17,20419.0
5372,2020,1,18,18,20993.0
5687,2020,1,18,19,20836.0
6002,2020,1,18,20,20320.0
6317,2020,1,18,21,19666.0
6632,2020,1,18,22,18792.0
6947,2020,1,18,23,17856.0
7262,2020,1,18,24,16857.0
18,2020,1,19,1,16093.0
333,2020,1,19,2,15501.0
648,2020,1,19,3,15162.0
963,2020,1,19,4,14955.0
1278,2020,1,19,5,14906.0
1593,2020,1,19,6,15084.0
1908,2020,1,19,7,15526.0
2223,2020,1,19,8,16053.0
2538,2020,1,19,9,16634.0
2853,2020,1,19,10,17052.0
3168,2020,1,19,11,17307.0
3483,2020,1,19,12,17582.0
3798,2020,1,19,13,17716.0
4113,2020,1,19,14,17685.0
4428,2020,1,19,15,17751.0
4743,2020,1,19,16,18093.0
5058,2020,1,19,17,18676.0
5373,2020,1,19,18,19679.0
5688,2020,1,19,19,19736.0
6003,2020,1,19,20,19447.0
6318,2020,1,19,21,19053.0
6633,2020,1,19,22,18487.0
6948,2020,1,19,23,17745.0
7263,2020,1,19,24,16951.0
19,2020,1,20,1,16350.0
334,2020,1,20,2,15986.0
649,2020,1,20,3,15812.0
964,2020,1,20,4,15836.0
1279,2020,1,20,5,16132.0
1594,2020,1,20,6,16921.0
1909,2020,1,20,7,18029.0
2224,2020,1,20,8,19022.0
2539,2020,1,20,9,19617.0
2854,2020,1,20,10,19912.0
3169,2020,1,20,11,19969.0
3484,2020,1,20,12,19863.0
3799,2020,1,20,13,19673.0
4114,2020,1,20,14,19547.0
4429,2020,1,20,15,19536.0
4744,2020,1,20,16,19797.0
5059,2020,1,20,17,20542.0
5374,2020,1,20,18,21740.0
5689,2020,1,20,19,21895.0
6004,2020,1,20,20,21561.0
6319,2020,1,20,21,20960.0
6634,2020,1,20,22,20093.0
6949,2020,1,20,23,18928.0
7264,2020,1,20,24,17852.0
20,2020,1,21,1,17078.0
335,2020,1,21,2,16667.0
650,2020,1,21,3,16455.0
965,2020,1,21,4,16380.0
1280,2020,1,21,5,16676.0
1595,2020,1,21,6,17685.0
1910,2020,1,21,7,19347.0
2225,2020,1,21,8,20539.0
2540,2020,1,21,9,20742.0
2855,2020,1,21,10,20587.0
3170,2020,1,21,11,20427.0
3485,2020,1,21,12,20276.0
3800,2020,1,21,13,20093.0
4115,2020,1,21,14,19958.0
4430,2020,1,21,15,19952.0
4745,2020,1,21,16,20225.0
5060,2020,1,21,17,20814.0
5375,2020,1,21,18,21841.0
5690,2020,1,21,19,21890.0
6005,2020,1,21,20,21553.0
6320,2020,1,21,21,20936.0
6635,2020,1,21,22,19984.0
6950,2020,1,21,23,18767.0
7265,2020,1,21,24,17602.0
21,2020,1,22,1,16792.0
336,2020,1,22,2,16313.0
651,2020,1,22,3,16084.0
966,2020,1,22,4,16015.0
1281,2020,1,22,5,16307.0
1596,2020,1,22,6,17259.0
1911,2020,1,22,7,18944.0
2226,2020,1,22,8,20125.0
2541,2020,1,22,9,20281.0
2856,2020,1,22,10,20058.0
3171,2020,1,22,11,19812.0
3486,2020,1,22,12,19475.0
3801,2020,1,22,13,19104.0
4116,2020,1,22,14,18942.0
4431,2020,1,22,15,18910.0
4746,2020,1,22,16,19170.0
5061,2020,1,22,17,19856.0
5376,2020,1,22,18,20969.0
5691,2020,1,22,19,21089.0
6006,2020,1,22,20,20733.0
6321,2020,1,22,21,20209.0
6636,2020,1,22,22,19313.0
6951,2020,1,22,23,18112.0
7266,2020,1,22,24,16988.0
22,2020,1,23,1,16176.0
337,2020,1,23,2,15742.0
652,2020,1,23,3,15537.0
967,2020,1,23,4,15490.0
1282,2020,1,23,5,15803.0
1597,2020,1,23,6,16775.0
1912,2020,1,23,7,18518.0
2227,2020,1,23,8,19689.0
2542,2020,1,23,9,19771.0
2857,2020,1,23,10,19553.0
3172,2020,1,23,11,19285.0
3487,2020,1,23,12,19043.0
3802,2020,1,23,13,18845.0
4117,2020,1,23,14,18796.0
4432,2020,1,23,15,18841.0
4747,2020,1,23,16,19025.0
5062,2020,1,23,17,19544.0
5377,2020,1,23,18,20435.0
5692,2020,1,23,19,20429.0
6007,2020,1,23,20,20051.0
6322,2020,1,23,21,19535.0
6637,2020,1,23,22,18667.0
6952,2020,1,23,23,17520.0
7267,2020,1,23,24,16402.0
23,2020,1,24,1,15637.0
338,2020,1,24,2,15148.0
653,2020,1,24,3,14907.0
968,2020,1,24,4,14880.0
1283,2020,1,24,5,15155.0
1598,2020,1,24,6,16049.0
1913,2020,1,24,7,17682.0
2228,2020,1,24,8,18839.0
2543,2020,1,24,9,19031.0
2858,2020,1,24,10,18811.0
3173,2020,1,24,11,18465.0
3488,2020,1,24,12,18127.0
3803,2020,1,24,13,17835.0
4118,2020,1,24,14,17709.0
4433,2020,1,24,15,17757.0
4748,2020,1,24,16,18040.0
5063,2020,1,24,17,18598.0
5378,2020,1,24,18,19451.0
5693,2020,1,24,19,19431.0
6008,2020,1,24,20,19036.0
6323,2020,1,24,21,18505.0
6638,2020,1,24,22,17824.0
6953,2020,1,24,23,16941.0
7268,2020,1,24,24,16016.0
24,2020,1,25,1,15254.0
339,2020,1,25,2,14707.0
654,2020,1,25,3,14404.0
969,2020,1,25,4,14281.0
1284,2020,1,25,5,14327.0
1599,2020,1,25,6,14638.0
1914,2020,1,25,7,15271.0
2229,2020,1,25,8,16051.0
2544,2020,1,25,9,16894.0
2859,2020,1,25,10,17588.0
3174,2020,1,25,11,18068.0
3489,2020,1,25,12,18276.0
3804,2020,1,25,13,18341.0
4119,2020,1,25,14,18227.0
4434,2020,1,25,15,18103.0
4749,2020,1,25,16,18088.0
5064,2020,1,25,17,18214.0
5379,2020,1,25,18,18643.0
5694,2020,1,25,19,18594.0
6009,2020,1,25,20,18219.0
6324,2020,1,25,21,17713.0
6639,2020,1,25,22,17129.0
6954,2020,1,25,23,16378.0
7269,2020,1,25,24,15583.0
25,2020,1,26,1,14926.0
340,2020,1,26,2,14425.0
655,2020,1,26,3,14117.0
970,2020,1,26,4,13949.0
1285,2020,1,26,5,13970.0
1600,2020,1,26,6,14241.0
1915,2020,1,26,7,14718.0
2230,2020,1,26,8,15267.0
2545,2020,1,26,9,15811.0
2860,2020,1,26,10,16264.0
3175,2020,1,26,11,16497.0
3490,2020,1,26,12,16685.0
3805,2020,1,26,13,16760.0
4120,2020,1,26,14,16848.0
4435,2020,1,26,15,16978.0
4750,2020,1,26,16,17238.0
5065,2020,1,26,17,17852.0
5380,2020,1,26,18,18744.0
5695,2020,1,26,19,18820.0
6010,2020,1,26,20,18507.0
6325,2020,1,26,21,18016.0
6640,2020,1,26,22,17355.0
6955,2020,1,26,23,16439.0
7270,2020,1,26,24,15499.0
26,2020,1,27,1,14846.0
341,2020,1,27,2,14457.0
656,2020,1,27,3,14202.0
971,2020,1,27,4,14215.0
1286,2020,1,27,5,14521.0
1601,2020,1,27,6,15505.0
1916,2020,1,27,7,17182.0
2231,2020,1,27,8,18335.0
2546,2020,1,27,9,18651.0
2861,2020,1,27,10,18775.0
3176,2020,1,27,11,18844.0
3491,2020,1,27,12,18872.0
3806,2020,1,27,13,18902.0
4121,2020,1,27,14,18974.0
4436,2020,1,27,15,18921.0
4751,2020,1,27,16,18966.0
5066,2020,1,27,17,19424.0
5381,2020,1,27,18,20184.0
5696,2020,1,27,19,20162.0
6011,2020,1,27,20,19757.0
6326,2020,1,27,21,19167.0
6641,2020,1,27,22,18212.0
6956,2020,1,27,23,16995.0
7271,2020,1,27,24,15888.0
27,2020,1,28,1,15107.0
342,2020,1,28,2,14653.0
657,2020,1,28,3,14371.0
972,2020,1,28,4,14343.0
1287,2020,1,28,5,14600.0
1602,2020,1,28,6,15569.0
1917,2020,1,28,7,17283.0
2232,2020,1,28,8,18472.0
2547,2020,1,28,9,18808.0
2862,2020,1,28,10,18920.0
3177,2020,1,28,11,18821.0
3492,2020,1,28,12,18744.0
3807,2020,1,28,13,18768.0
4122,2020,1,28,14,18822.0
4437,2020,1,28,15,18893.0
4752,2020,1,28,16,19105.0
5067,2020,1,28,17,19612.0
5382,2020,1,28,18,20399.0
5697,2020,1,28,19,20421.0
6012,2020,1,28,20,20070.0
6327,2020,1,28,21,19492.0
6642,2020,1,28,22,18576.0
6957,2020,1,28,23,17382.0
7272,2020,1,28,24,16223.0
28,2020,1,29,1,15459.0
343,2020,1,29,2,15045.0
658,2020,1,29,3,14828.0
973,2020,1,29,4,14800.0
1288,2020,1,29,5,15057.0
1603,2020,1,29,6,16006.0
1918,2020,1,29,7,17824.0
2233,2020,1,29,8,18950.0
2548,2020,1,29,9,19246.0
2863,2020,1,29,10,19140.0
3178,2020,1,29,11,18826.0
3493,2020,1,29,12,18548.0
3808,2020,1,29,13,18328.0
4123,2020,1,29,14,18259.0
4438,2020,1,29,15,18288.0
4753,2020,1,29,16,18602.0
5068,2020,1,29,17,19363.0
5383,2020,1,29,18,20508.0
5698,2020,1,29,19,20790.0
6013,2020,1,29,20,20513.0
6328,2020,1,29,21,20017.0
6643,2020,1,29,22,19186.0
6958,2020,1,29,23,18013.0
7273,2020,1,29,24,16932.0
29,2020,1,30,1,16247.0
344,2020,1,30,2,15847.0
659,2020,1,30,3,15648.0
974,2020,1,30,4,15628.0
1289,2020,1,30,5,15977.0
1604,2020,1,30,6,16974.0
1919,2020,1,30,7,18789.0
2234,2020,1,30,8,19830.0
2549,2020,1,30,9,19875.0
2864,2020,1,30,10,19622.0
3179,2020,1,30,11,19363.0
3494,2020,1,30,12,19042.0
3809,2020,1,30,13,18722.0
4124,2020,1,30,14,18713.0
4439,2020,1,30,15,18730.0
4754,2020,1,30,16,19017.0
5069,2020,1,30,17,19651.0
5384,2020,1,30,18,20670.0
5699,2020,1,30,19,20831.0
6014,2020,1,30,20,20566.0
6329,2020,1,30,21,20013.0
6644,2020,1,30,22,19121.0
6959,2020,1,30,23,17938.0
7274,2020,1,30,24,16889.0
30,2020,1,31,1,16070.0
345,2020,1,31,2,15619.0
660,2020,1,31,3,15344.0
975,2020,1,31,4,15263.0
1290,2020,1,31,5,15504.0
1605,2020,1,31,6,16381.0
1920,2020,1,31,7,18011.0
2235,2020,1,31,8,19097.0
2550,2020,1,31,9,19436.0
2865,2020,1,31,10,19535.0
3180,2020,1,31,11,19444.0
3495,2020,1,31,12,19324.0
3810,2020,1,31,13,19189.0
4125,2020,1,31,14,19120.0
4440,2020,1,31,15,18990.0
4755,2020,1,31,16,19026.0
5070,2020,1,31,17,19353.0
5385,2020,1,31,18,19948.0
5700,2020,1,31,19,19859.0
6015,2020,1,31,20,19391.0
6330,2020,1,31,21,18831.0
6645,2020,1,31,22,18106.0
6960,2020,1,31,23,17193.0
7275,2020,1,31,24,16193.0
31,2020,2,1,1,15416.0
346,2020,2,1,2,14902.0
661,2020,2,1,3,14565.0
976,2020,2,1,4,14429.0
1291,2020,2,1,5,14463.0
1606,2020,2,1,6,14743.0
1921,2020,2,1,7,15367.0
2236,2020,2,1,8,16064.0
2551,2020,2,1,9,16851.0
2866,2020,2,1,10,17428.0
3181,2020,2,1,11,17762.0
3496,2020,2,1,12,17836.0
3811,2020,2,1,13,17806.0
4126,2020,2,1,14,17741.0
4441,2020,2,1,15,17689.0
4756,2020,2,1,16,17722.0
5071,2020,2,1,17,18034.0
5386,2020,2,1,18,18633.0
5701,2020,2,1,19,18724.0
6016,2020,2,1,20,18380.0
6331,2020,2,1,21,17963.0
6646,2020,2,1,22,17406.0
6961,2020,2,1,23,16640.0
7276,2020,2,1,24,15786.0
32,2020,2,2,1,15084.0
347,2020,2,2,2,14577.0
662,2020,2,2,3,14244.0
977,2020,2,2,4,14084.0
1292,2020,2,2,5,14116.0
1607,2020,2,2,6,14327.0
1922,2020,2,2,7,14811.0
2237,2020,2,2,8,15407.0
2552,2020,2,2,9,16083.0
2867,2020,2,2,10,16569.0
3182,2020,2,2,11,16814.0
3497,2020,2,2,12,17088.0
3812,2020,2,2,13,17264.0
4127,2020,2,2,14,17314.0
4442,2020,2,2,15,17355.0
4757,2020,2,2,16,17635.0
5072,2020,2,2,17,18223.0
5387,2020,2,2,18,18966.0
5702,2020,2,2,19,18832.0
6017,2020,2,2,20,18280.0
6332,2020,2,2,21,17794.0
6647,2020,2,2,22,17246.0
6962,2020,2,2,23,16464.0
7277,2020,2,2,24,15543.0
33,2020,2,3,1,14818.0
348,2020,2,3,2,14355.0
663,2020,2,3,3,14118.0
978,2020,2,3,4,14048.0
1293,2020,2,3,5,14318.0
1608,2020,2,3,6,15245.0
1923,2020,2,3,7,16925.0
2238,2020,2,3,8,18174.0
2553,2020,2,3,9,18549.0
2868,2020,2,3,10,18630.0
3183,2020,2,3,11,18428.0
3498,2020,2,3,12,18126.0
3813,2020,2,3,13,17811.0
4128,2020,2,3,14,17609.0
4443,2020,2,3,15,17547.0
4758,2020,2,3,16,17717.0
5073,2020,2,3,17,18249.0
5388,2020,2,3,18,19182.0
5703,2020,2,3,19,19495.0
6018,2020,2,3,20,19143.0
6333,2020,2,3,21,18579.0
6648,2020,2,3,22,17733.0
6963,2020,2,3,23,16595.0
7278,2020,2,3,24,15548.0
34,2020,2,4,1,14799.0
349,2020,2,4,2,14369.0
664,2020,2,4,3,14163.0
979,2020,2,4,4,14083.0
1294,2020,2,4,5,14321.0
1609,2020,2,4,6,15188.0
1924,2020,2,4,7,16890.0
2239,2020,2,4,8,18022.0
2554,2020,2,4,9,18399.0
2869,2020,2,4,10,18619.0
3184,2020,2,4,11,18788.0
3499,2020,2,4,12,18700.0
3814,2020,2,4,13,18559.0
4129,2020,2,4,14,18467.0
