,Year,Month,Day,Hour,Consumption
1815,2020,8,28,6,16507.0
2130,2020,8,28,7,17385.0
2445,2020,8,28,8,18466.0
2760,2020,8,28,9,19630.0
3075,2020,8,28,10,20511.0
3390,2020,8,28,11,21213.0
3705,2020,8,28,12,21688.0
4020,2020,8,28,13,22342.0
4335,2020,8,28,14,22989.0
4650,2020,8,28,15,23450.0
4965,2020,8,28,16,23863.0
5280,2020,8,28,17,24117.0
5595,2020,8,28,18,23873.0
5910,2020,8,28,19,23159.0
6225,2020,8,28,20,22580.0
6540,2020,8,28,21,22281.0
6855,2020,8,28,22,21437.0
7170,2020,8,28,23,20270.0
7485,2020,8,28,24,19054.0
241,2020,8,29,1,18136.0
556,2020,8,29,2,17233.0
871,2020,8,29,3,16630.0
1186,2020,8,29,4,16285.0
1501,2020,8,29,5,16158.0
1816,2020,8,29,6,16303.0
2131,2020,8,29,7,16723.0
2446,2020,8,29,8,17328.0
2761,2020,8,29,9,18390.0
3076,2020,8,29,10,19359.0
3391,2020,8,29,11,20101.0
3706,2020,8,29,12,20733.0
4021,2020,8,29,13,21064.0
4336,2020,8,29,14,21121.0
4651,2020,8,29,15,21289.0
4966,2020,8,29,16,21601.0
5281,2020,8,29,17,22083.0
5596,2020,8,29,18,22468.0
5911,2020,8,29,19,22306.0
6226,2020,8,29,20,21760.0
6541,2020,8,29,21,21538.0
6856,2020,8,29,22,20814.0
7171,2020,8,29,23,19870.0
7486,2020,8,29,24,18705.0
242,2020,8,30,1,17432.0
557,2020,8,30,2,16404.0
872,2020,8,30,3,15572.0
1187,2020,8,30,4,15013.0
1502,2020,8,30,5,14649.0
1817,2020,8,30,6,14516.0
2132,2020,8,30,7,14483.0
2447,2020,8,30,8,14817.0
2762,2020,8,30,9,15570.0
3077,2020,8,30,10,16182.0
3392,2020,8,30,11,16672.0
3707,2020,8,30,12,17072.0
4022,2020,8,30,13,17460.0
4337,2020,8,30,14,17725.0
4652,2020,8,30,15,18062.0
4967,2020,8,30,16,18399.0
5282,2020,8,30,17,18864.0
5597,2020,8,30,18,19344.0
5912,2020,8,30,19,19258.0
6227,2020,8,30,20,18887.0
6542,2020,8,30,21,18769.0
6857,2020,8,30,22,18019.0
7172,2020,8,30,23,17021.0
7487,2020,8,30,24,15961.0
243,2020,8,31,1,15032.0
558,2020,8,31,2,14376.0
873,2020,8,31,3,13952.0
1188,2020,8,31,4,13714.0
1503,2020,8,31,5,13733.0
1818,2020,8,31,6,14252.0
2133,2020,8,31,7,15182.0
2448,2020,8,31,8,16167.0
2763,2020,8,31,9,17013.0
3078,2020,8,31,10,17590.0
3393,2020,8,31,11,18062.0
3708,2020,8,31,12,18589.0
4023,2020,8,31,13,19017.0
4338,2020,8,31,14,19405.0
4653,2020,8,31,15,19634.0
4968,2020,8,31,16,19892.0
5283,2020,8,31,17,20061.0
5598,2020,8,31,18,20289.0
5913,2020,8,31,19,20065.0
6228,2020,8,31,20,19883.0
6543,2020,8,31,21,19729.0
6858,2020,8,31,22,18988.0
7173,2020,8,31,23,17968.0
7488,2020,8,31,24,16847.0
244,2020,9,1,1,15965.0
559,2020,9,1,2,15364.0
874,2020,9,1,3,14974.0
1189,2020,9,1,4,14713.0
1504,2020,9,1,5,14758.0
1819,2020,9,1,6,15295.0
2134,2020,9,1,7,16364.0
2449,2020,9,1,8,17447.0
2764,2020,9,1,9,18456.0
3079,2020,9,1,10,19145.0
3394,2020,9,1,11,19765.0
3709,2020,9,1,12,20340.0
4024,2020,9,1,13,20717.0
4339,2020,9,1,14,21038.0
4654,2020,9,1,15,21426.0
4969,2020,9,1,16,21642.0
5284,2020,9,1,17,21841.0
5599,2020,9,1,18,21872.0
5914,2020,9,1,19,21372.0
6229,2020,9,1,20,21030.0
6544,2020,9,1,21,20748.0
6859,2020,9,1,22,19941.0
7174,2020,9,1,23,18837.0
7489,2020,9,1,24,17654.0
245,2020,9,2,1,16720.0
560,2020,9,2,2,16059.0
875,2020,9,2,3,15632.0
1190,2020,9,2,4,15346.0
1505,2020,9,2,5,15416.0
1820,2020,9,2,6,16046.0
2135,2020,9,2,7,17265.0
2450,2020,9,2,8,18429.0
2765,2020,9,2,9,19523.0
3080,2020,9,2,10,20326.0
3395,2020,9,2,11,21051.0
3710,2020,9,2,12,21628.0
4025,2020,9,2,13,21932.0
4340,2020,9,2,14,22319.0
4655,2020,9,2,15,22637.0
4970,2020,9,2,16,22921.0
5285,2020,9,2,17,23203.0
5600,2020,9,2,18,23262.0
5915,2020,9,2,19,22917.0
6230,2020,9,2,20,22702.0
6545,2020,9,2,21,22449.0
6860,2020,9,2,22,21575.0
7175,2020,9,2,23,20446.0
7490,2020,9,2,24,19204.0
246,2020,9,3,1,18108.0
561,2020,9,3,2,17325.0
876,2020,9,3,3,16757.0
1191,2020,9,3,4,16445.0
1506,2020,9,3,5,16421.0
1821,2020,9,3,6,16903.0
2136,2020,9,3,7,17721.0
2451,2020,9,3,8,18436.0
2766,2020,9,3,9,19298.0
3081,2020,9,3,10,19958.0
3396,2020,9,3,11,20700.0
3711,2020,9,3,12,21540.0
4026,2020,9,3,13,22172.0
4341,2020,9,3,14,22757.0
4656,2020,9,3,15,23399.0
4971,2020,9,3,16,23900.0
5286,2020,9,3,17,24072.0
5601,2020,9,3,18,23962.0
5916,2020,9,3,19,23277.0
6231,2020,9,3,20,22733.0
6546,2020,9,3,21,22156.0
6861,2020,9,3,22,21200.0
7176,2020,9,3,23,20160.0
7491,2020,9,3,24,19041.0
247,2020,9,4,1,17944.0
562,2020,9,4,2,17095.0
877,2020,9,4,3,16456.0
1192,2020,9,4,4,16050.0
1507,2020,9,4,5,15917.0
1822,2020,9,4,6,16270.0
2137,2020,9,4,7,17105.0
2452,2020,9,4,8,18176.0
2767,2020,9,4,9,19230.0
3082,2020,9,4,10,20072.0
3397,2020,9,4,11,20873.0
3712,2020,9,4,12,21623.0
4027,2020,9,4,13,22248.0
4342,2020,9,4,14,22775.0
4657,2020,9,4,15,23080.0
4972,2020,9,4,16,23118.0
5287,2020,9,4,17,23236.0
5602,2020,9,4,18,23111.0
5917,2020,9,4,19,22313.0
6232,2020,9,4,20,21347.0
6547,2020,9,4,21,20731.0
6862,2020,9,4,22,19695.0
7177,2020,9,4,23,18525.0
7492,2020,9,4,24,17333.0
248,2020,9,5,1,16278.0
563,2020,9,5,2,15495.0
878,2020,9,5,3,14872.0
1193,2020,9,5,4,14443.0
1508,2020,9,5,5,14227.0
1823,2020,9,5,6,14220.0
2138,2020,9,5,7,14350.0
2453,2020,9,5,8,14768.0
2768,2020,9,5,9,15432.0
3083,2020,9,5,10,16018.0
3398,2020,9,5,11,16512.0
3713,2020,9,5,12,16930.0
4028,2020,9,5,13,17329.0
4343,2020,9,5,14,17628.0
4658,2020,9,5,15,17903.0
4973,2020,9,5,16,18144.0
5288,2020,9,5,17,18547.0
5603,2020,9,5,18,18835.0
5918,2020,9,5,19,18627.0
6233,2020,9,5,20,18390.0
6548,2020,9,5,21,18188.0
6863,2020,9,5,22,17540.0
7178,2020,9,5,23,16758.0
7493,2020,9,5,24,15887.0
249,2020,9,6,1,15117.0
564,2020,9,6,2,14491.0
879,2020,9,6,3,14042.0
1194,2020,9,6,4,13738.0
1509,2020,9,6,5,13575.0
1824,2020,9,6,6,13602.0
2139,2020,9,6,7,13679.0
2454,2020,9,6,8,14014.0
2769,2020,9,6,9,14707.0
3084,2020,9,6,10,15385.0
3399,2020,9,6,11,16105.0
3714,2020,9,6,12,16726.0
4029,2020,9,6,13,17358.0
4344,2020,9,6,14,17858.0
4659,2020,9,6,15,18251.0
4974,2020,9,6,16,18716.0
5289,2020,9,6,17,19201.0
5604,2020,9,6,18,19535.0
5919,2020,9,6,19,19271.0
6234,2020,9,6,20,19100.0
6549,2020,9,6,21,18935.0
6864,2020,9,6,22,18272.0
7179,2020,9,6,23,17366.0
7494,2020,9,6,24,16464.0
250,2020,9,7,1,15579.0
565,2020,9,7,2,14977.0
880,2020,9,7,3,14525.0
1195,2020,9,7,4,14216.0
1510,2020,9,7,5,14132.0
1825,2020,9,7,6,14310.0
2140,2020,9,7,7,14601.0
2455,2020,9,7,8,15091.0
2770,2020,9,7,9,15990.0
3085,2020,9,7,10,16897.0
3400,2020,9,7,11,17517.0
3715,2020,9,7,12,18142.0
4030,2020,9,7,13,18639.0
4345,2020,9,7,14,19094.0
4660,2020,9,7,15,19429.0
4975,2020,9,7,16,19736.0
5290,2020,9,7,17,20070.0
5605,2020,9,7,18,20202.0
5920,2020,9,7,19,19968.0
6235,2020,9,7,20,19933.0
6550,2020,9,7,21,19780.0
6865,2020,9,7,22,19019.0
7180,2020,9,7,23,17986.0
7495,2020,9,7,24,16919.0
251,2020,9,8,1,15998.0
566,2020,9,8,2,15312.0
881,2020,9,8,3,14836.0
1196,2020,9,8,4,14600.0
1511,2020,9,8,5,14659.0
1826,2020,9,8,6,15247.0
2141,2020,9,8,7,16438.0
2456,2020,9,8,8,17644.0
2771,2020,9,8,9,18817.0
3086,2020,9,8,10,19521.0
3401,2020,9,8,11,20281.0
3716,2020,9,8,12,21204.0
4031,2020,9,8,13,22020.0
4346,2020,9,8,14,22856.0
4661,2020,9,8,15,23521.0
4976,2020,9,8,16,23987.0
5291,2020,9,8,17,24219.0
5606,2020,9,8,18,24155.0
5921,2020,9,8,19,23380.0
6236,2020,9,8,20,22763.0
6551,2020,9,8,21,22144.0
6866,2020,9,8,22,20965.0
7181,2020,9,8,23,19577.0
7496,2020,9,8,24,18223.0
252,2020,9,9,1,17121.0
567,2020,9,9,2,16315.0
882,2020,9,9,3,15731.0
1197,2020,9,9,4,15387.0
1512,2020,9,9,5,15377.0
1827,2020,9,9,6,15923.0
2142,2020,9,9,7,17066.0
2457,2020,9,9,8,18152.0
2772,2020,9,9,9,19157.0
3087,2020,9,9,10,19870.0
3402,2020,9,9,11,20647.0
3717,2020,9,9,12,21421.0
4032,2020,9,9,13,22156.0
4347,2020,9,9,14,22805.0
4662,2020,9,9,15,23188.0
4977,2020,9,9,16,23401.0
5292,2020,9,9,17,23612.0
5607,2020,9,9,18,23661.0
5922,2020,9,9,19,23178.0
6237,2020,9,9,20,22914.0
6552,2020,9,9,21,22401.0
6867,2020,9,9,22,21369.0
7182,2020,9,9,23,20101.0
7497,2020,9,9,24,18840.0
253,2020,9,10,1,17743.0
568,2020,9,10,2,17012.0
883,2020,9,10,3,16506.0
1198,2020,9,10,4,16231.0
1513,2020,9,10,5,16256.0
1828,2020,9,10,6,16867.0
2143,2020,9,10,7,18190.0
2458,2020,9,10,8,19372.0
2773,2020,9,10,9,20473.0
3088,2020,9,10,10,21151.0
3403,2020,9,10,11,21786.0
3718,2020,9,10,12,22514.0
4033,2020,9,10,13,23113.0
4348,2020,9,10,14,23727.0
4663,2020,9,10,15,24039.0
4978,2020,9,10,16,24208.0
5293,2020,9,10,17,24237.0
5608,2020,9,10,18,24133.0
5923,2020,9,10,19,23692.0
6238,2020,9,10,20,23420.0
6553,2020,9,10,21,22756.0
6868,2020,9,10,22,21632.0
7183,2020,9,10,23,20275.0
7498,2020,9,10,24,18927.0
254,2020,9,11,1,17859.0
569,2020,9,11,2,17114.0
884,2020,9,11,3,16560.0
1199,2020,9,11,4,16233.0
1514,2020,9,11,5,16169.0
1829,2020,9,11,6,16559.0
2144,2020,9,11,7,17590.0
2459,2020,9,11,8,18471.0
2774,2020,9,11,9,19241.0
3089,2020,9,11,10,19661.0
3404,2020,9,11,11,19907.0
3719,2020,9,11,12,20123.0
4034,2020,9,11,13,20062.0
4349,2020,9,11,14,19971.0
4664,2020,9,11,15,19973.0
4979,2020,9,11,16,19978.0
5294,2020,9,11,17,19990.0
5609,2020,9,11,18,19894.0
5924,2020,9,11,19,19431.0
6239,2020,9,11,20,19001.0
6554,2020,9,11,21,18518.0
6869,2020,9,11,22,17642.0
7184,2020,9,11,23,16627.0
7499,2020,9,11,24,15577.0
255,2020,9,12,1,14769.0
570,2020,9,12,2,14178.0
885,2020,9,12,3,13763.0
1200,2020,9,12,4,13459.0
1515,2020,9,12,5,13311.0
1830,2020,9,12,6,13426.0
2145,2020,9,12,7,13756.0
2460,2020,9,12,8,14173.0
2775,2020,9,12,9,14706.0
3090,2020,9,12,10,15101.0
3405,2020,9,12,11,15384.0
3720,2020,9,12,12,15640.0
4035,2020,9,12,13,15879.0
4350,2020,9,12,14,16050.0
4665,2020,9,12,15,16275.0
4980,2020,9,12,16,16525.0
5295,2020,9,12,17,16923.0
5610,2020,9,12,18,17201.0
5925,2020,9,12,19,17147.0
6240,2020,9,12,20,17192.0
6555,2020,9,12,21,16930.0
6870,2020,9,12,22,16265.0
7185,2020,9,12,23,15555.0
7500,2020,9,12,24,14795.0
256,2020,9,13,1,14068.0
571,2020,9,13,2,13547.0
886,2020,9,13,3,13218.0
1201,2020,9,13,4,13035.0
1516,2020,9,13,5,12970.0
1831,2020,9,13,6,13105.0
2146,2020,9,13,7,13369.0
2461,2020,9,13,8,13703.0
2776,2020,9,13,9,14421.0
3091,2020,9,13,10,15167.0
3406,2020,9,13,11,15883.0
3721,2020,9,13,12,16458.0
4036,2020,9,13,13,16882.0
4351,2020,9,13,14,17165.0
4666,2020,9,13,15,17442.0
4981,2020,9,13,16,17713.0
5296,2020,9,13,17,18181.0
5611,2020,9,13,18,18552.0
5926,2020,9,13,19,18592.0
6241,2020,9,13,20,18798.0
6556,2020,9,13,21,18589.0
6871,2020,9,13,22,17874.0
7186,2020,9,13,23,16989.0
7501,2020,9,13,24,16103.0
257,2020,9,14,1,15303.0
572,2020,9,14,2,14808.0
887,2020,9,14,3,14454.0
1202,2020,9,14,4,14270.0
1517,2020,9,14,5,14355.0
1832,2020,9,14,6,14960.0
2147,2020,9,14,7,16153.0
2462,2020,9,14,8,17157.0
2777,2020,9,14,9,17875.0
3092,2020,9,14,10,18173.0
3407,2020,9,14,11,18323.0
3722,2020,9,14,12,18437.0
4037,2020,9,14,13,18599.0
4352,2020,9,14,14,18780.0
4667,2020,9,14,15,18843.0
4982,2020,9,14,16,18949.0
5297,2020,9,14,17,19099.0
5612,2020,9,14,18,19125.0
5927,2020,9,14,19,18693.0
6242,2020,9,14,20,18569.0
6557,2020,9,14,21,17889.0
6872,2020,9,14,22,16834.0
7187,2020,9,14,23,15651.0
7502,2020,9,14,24,14509.0
258,2020,9,15,1,13674.0
573,2020,9,15,2,13127.0
888,2020,9,15,3,12782.0
1203,2020,9,15,4,12623.0
1518,2020,9,15,5,12710.0
1833,2020,9,15,6,13292.0
2148,2020,9,15,7,14467.0
2463,2020,9,15,8,15409.0
2778,2020,9,15,9,15943.0
3093,2020,9,15,10,16076.0
3408,2020,9,15,11,16062.0
3723,2020,9,15,12,16083.0
4038,2020,9,15,13,16100.0
4353,2020,9,15,14,16193.0
4668,2020,9,15,15,16346.0
4983,2020,9,15,16,16580.0
5298,2020,9,15,17,16948.0
5613,2020,9,15,18,17261.0
5928,2020,9,15,19,17233.0
6243,2020,9,15,20,17380.0
6558,2020,9,15,21,16936.0
6873,2020,9,15,22,16046.0
7188,2020,9,15,23,14971.0
7503,2020,9,15,24,14032.0
259,2020,9,16,1,13305.0
574,2020,9,16,2,12835.0
889,2020,9,16,3,12570.0
1204,2020,9,16,4,12428.0
1519,2020,9,16,5,12546.0
1834,2020,9,16,6,13158.0
2149,2020,9,16,7,14357.0
2464,2020,9,16,8,15312.0
2779,2020,9,16,9,15988.0
3094,2020,9,16,10,16185.0
3409,2020,9,16,11,16297.0
3724,2020,9,16,12,16482.0
4039,2020,9,16,13,16627.0
4354,2020,9,16,14,16805.0
4669,2020,9,16,15,16952.0
4984,2020,9,16,16,17207.0
5299,2020,9,16,17,17534.0
5614,2020,9,16,18,17793.0
5929,2020,9,16,19,17724.0
6244,2020,9,16,20,17922.0
6559,2020,9,16,21,17478.0
6874,2020,9,16,22,16641.0
7189,2020,9,16,23,15619.0
7504,2020,9,16,24,14623.0
260,2020,9,17,1,13861.0
575,2020,9,17,2,13348.0
890,2020,9,17,3,13030.0
1205,2020,9,17,4,12871.0
1520,2020,9,17,5,13021.0
1835,2020,9,17,6,13615.0
2150,2020,9,17,7,14910.0
2465,2020,9,17,8,15984.0
2780,2020,9,17,9,16821.0
3095,2020,9,17,10,17310.0
3410,2020,9,17,11,17590.0
3725,2020,9,17,12,17835.0
4040,2020,9,17,13,18098.0
4355,2020,9,17,14,18412.0
4670,2020,9,17,15,18504.0
4985,2020,9,17,16,18562.0
5300,2020,9,17,17,18728.0
5615,2020,9,17,18,18846.0
5930,2020,9,17,19,18678.0
6245,2020,9,17,20,18785.0
6560,2020,9,17,21,18339.0
6875,2020,9,17,22,17495.0
7190,2020,9,17,23,16484.0
7505,2020,9,17,24,15437.0
261,2020,9,18,1,14567.0
576,2020,9,18,2,13961.0
891,2020,9,18,3,13547.0
1206,2020,9,18,4,13290.0
1521,2020,9,18,5,13326.0
1836,2020,9,18,6,13900.0
2151,2020,9,18,7,15089.0
2466,2020,9,18,8,15957.0
2781,2020,9,18,9,16510.0
3096,2020,9,18,10,16694.0
3411,2020,9,18,11,16771.0
3726,2020,9,18,12,16825.0
4041,2020,9,18,13,16827.0
4356,2020,9,18,14,16862.0
4671,2020,9,18,15,16787.0
4986,2020,9,18,16,16776.0
5301,2020,9,18,17,16976.0
5616,2020,9,18,18,17142.0
5931,2020,9,18,19,16994.0
6246,2020,9,18,20,17041.0
6561,2020,9,18,21,16640.0
6876,2020,9,18,22,15883.0
7191,2020,9,18,23,14947.0
7506,2020,9,18,24,14013.0
262,2020,9,19,1,13215.0
577,2020,9,19,2,12677.0
892,2020,9,19,3,12342.0
1207,2020,9,19,4,12178.0
1522,2020,9,19,5,12184.0
1837,2020,9,19,6,12417.0
2152,2020,9,19,7,12896.0
2467,2020,9,19,8,13349.0
2782,2020,9,19,9,13755.0
3097,2020,9,19,10,13885.0
3412,2020,9,19,11,13889.0
3727,2020,9,19,12,13884.0
4042,2020,9,19,13,13851.0
4357,2020,9,19,14,13754.0
4672,2020,9,19,15,13721.0
4987,2020,9,19,16,13858.0
5302,2020,9,19,17,14275.0
5617,2020,9,19,18,14852.0
5932,2020,9,19,19,15239.0
6247,2020,9,19,20,15683.0
6562,2020,9,19,21,15512.0
6877,2020,9,19,22,14943.0
7192,2020,9,19,23,14260.0
7507,2020,9,19,24,13523.0
263,2020,9,20,1,12933.0
578,2020,9,20,2,12443.0
893,2020,9,20,3,12166.0
1208,2020,9,20,4,12017.0
1523,2020,9,20,5,11969.0
1838,2020,9,20,6,12123.0
2153,2020,9,20,7,12467.0
2468,2020,9,20,8,12804.0
2783,2020,9,20,9,13320.0
3098,2020,9,20,10,13537.0
3413,2020,9,20,11,13588.0
3728,2020,9,20,12,13573.0
4043,2020,9,20,13,13564.0
4358,2020,9,20,14,13552.0
4673,2020,9,20,15,13595.0
4988,2020,9,20,16,13753.0
5303,2020,9,20,17,14228.0
5618,2020,9,20,18,14956.0
5933,2020,9,20,19,15447.0
6248,2020,9,20,20,15958.0
6563,2020,9,20,21,15774.0
6878,2020,9,20,22,15111.0
7193,2020,9,20,23,14265.0
7508,2020,9,20,24,13408.0
264,2020,9,21,1,12794.0
579,2020,9,21,2,12426.0
894,2020,9,21,3,12223.0
1209,2020,9,21,4,12181.0
1524,2020,9,21,5,12377.0
1839,2020,9,21,6,13113.0
2154,2020,9,21,7,14424.0
2469,2020,9,21,8,15444.0
2784,2020,9,21,9,15969.0
3099,2020,9,21,10,15940.0
3414,2020,9,21,11,15846.0
3729,2020,9,21,12,15820.0
4044,2020,9,21,13,15744.0
4359,2020,9,21,14,15722.0
4674,2020,9,21,15,15690.0
4989,2020,9,21,16,15819.0
5304,2020,9,21,17,16197.0
5619,2020,9,21,18,16704.0
5934,2020,9,21,19,16884.0
6249,2020,9,21,20,17132.0
6564,2020,9,21,21,16686.0
6879,2020,9,21,22,15819.0
7194,2020,9,21,23,14761.0
7509,2020,9,21,24,13738.0
265,2020,9,22,1,13043.0
580,2020,9,22,2,12669.0
895,2020,9,22,3,12441.0
1210,2020,9,22,4,12387.0
1525,2020,9,22,5,12568.0
1840,2020,9,22,6,13230.0
2155,2020,9,22,7,14568.0
2470,2020,9,22,8,15544.0
2785,2020,9,22,9,16046.0
3100,2020,9,22,10,16014.0
3415,2020,9,22,11,15858.0
3730,2020,9,22,12,15803.0
4045,2020,9,22,13,15798.0
4360,2020,9,22,14,15813.0
4675,2020,9,22,15,15837.0
4990,2020,9,22,16,16003.0
5305,2020,9,22,17,16446.0
5620,2020,9,22,18,16917.0
5935,2020,9,22,19,17015.0
6250,2020,9,22,20,17270.0
6565,2020,9,22,21,16776.0
6880,2020,9,22,22,15918.0
7195,2020,9,22,23,14895.0
7510,2020,9,22,24,13934.0
266,2020,9,23,1,13201.0
581,2020,9,23,2,12750.0
896,2020,9,23,3,12449.0
1211,2020,9,23,4,12362.0
1526,2020,9,23,5,12499.0
1841,2020,9,23,6,13142.0
2156,2020,9,23,7,14385.0
2471,2020,9,23,8,15407.0
2786,2020,9,23,9,15992.0
3101,2020,9,23,10,16199.0
3416,2020,9,23,11,16301.0
3731,2020,9,23,12,16499.0
4046,2020,9,23,13,16683.0
4361,2020,9,23,14,16930.0
4676,2020,9,23,15,17186.0
4991,2020,9,23,16,17519.0
5306,2020,9,23,17,18001.0
5621,2020,9,23,18,18412.0
5936,2020,9,23,19,18322.0
6251,2020,9,23,20,18479.0
6566,2020,9,23,21,17939.0
6881,2020,9,23,22,16981.0
7196,2020,9,23,23,15855.0
7511,2020,9,23,24,14749.0
267,2020,9,24,1,13912.0
582,2020,9,24,2,13335.0
897,2020,9,24,3,12979.0
1212,2020,9,24,4,12840.0
1527,2020,9,24,5,12909.0
1842,2020,9,24,6,13507.0
2157,2020,9,24,7,14722.0
2472,2020,9,24,8,15741.0
2787,2020,9,24,9,16434.0
3102,2020,9,24,10,16796.0
3417,2020,9,24,11,17083.0
3732,2020,9,24,12,17378.0
4047,2020,9,24,13,17641.0
4362,2020,9,24,14,17838.0
4677,2020,9,24,15,17934.0
4992,2020,9,24,16,18038.0
5307,2020,9,24,17,18178.0
5622,2020,9,24,18,18331.0
5937,2020,9,24,19,18294.0
6252,2020,9,24,20,18476.0
6567,2020,9,24,21,17924.0
6882,2020,9,24,22,17045.0
7197,2020,9,24,23,15971.0
7512,2020,9,24,24,14916.0
268,2020,9,25,1,14108.0
583,2020,9,25,2,13521.0
898,2020,9,25,3,13132.0
1213,2020,9,25,4,12956.0
1528,2020,9,25,5,13021.0
1843,2020,9,25,6,13616.0
2158,2020,9,25,7,14847.0
2473,2020,9,25,8,15821.0
2788,2020,9,25,9,16540.0
3103,2020,9,25,10,16901.0
3418,2020,9,25,11,17222.0
3733,2020,9,25,12,17573.0
4048,2020,9,25,13,17926.0
4363,2020,9,25,14,18312.0
4678,2020,9,25,15,18515.0
4993,2020,9,25,16,18662.0
5308,2020,9,25,17,18954.0
5623,2020,9,25,18,19026.0
5938,2020,9,25,19,18821.0
6253,2020,9,25,20,18784.0
6568,2020,9,25,21,18180.0
6883,2020,9,25,22,17317.0
7198,2020,9,25,23,16323.0
7513,2020,9,25,24,15296.0
269,2020,9,26,1,14465.0
584,2020,9,26,2,13837.0
899,2020,9,26,3,13407.0
1214,2020,9,26,4,13150.0
1529,2020,9,26,5,13068.0
1844,2020,9,26,6,13249.0
2159,2020,9,26,7,13679.0
2474,2020,9,26,8,14135.0
2789,2020,9,26,9,14781.0
3104,2020,9,26,10,15281.0
3419,2020,9,26,11,15573.0
3734,2020,9,26,12,15916.0
4049,2020,9,26,13,16157.0
4364,2020,9,26,14,16341.0
4679,2020,9,26,15,16608.0
4994,2020,9,26,16,16983.0
5309,2020,9,26,17,17379.0
5624,2020,9,26,18,17695.0
5939,2020,9,26,19,17813.0
6254,2020,9,26,20,18037.0
6569,2020,9,26,21,17660.0
6884,2020,9,26,22,17083.0
7199,2020,9,26,23,16348.0
7514,2020,9,26,24,15488.0
270,2020,9,27,1,14721.0
585,2020,9,27,2,14088.0
900,2020,9,27,3,13658.0
1215,2020,9,27,4,13408.0
1530,2020,9,27,5,13294.0
1845,2020,9,27,6,13391.0
2160,2020,9,27,7,13688.0
2475,2020,9,27,8,14015.0
2790,2020,9,27,9,14785.0
3105,2020,9,27,10,15570.0
3420,2020,9,27,11,16199.0
3735,2020,9,27,12,16747.0
4050,2020,9,27,13,17345.0
4365,2020,9,27,14,17738.0
4680,2020,9,27,15,18074.0
4995,2020,9,27,16,18492.0
5310,2020,9,27,17,19046.0
5625,2020,9,27,18,19368.0
5940,2020,9,27,19,19495.0
6255,2020,9,27,20,19704.0
6570,2020,9,27,21,19267.0
6885,2020,9,27,22,18477.0
7200,2020,9,27,23,17562.0
7515,2020,9,27,24,16499.0
271,2020,9,28,1,15667.0
586,2020,9,28,2,15013.0
901,2020,9,28,3,14623.0
1216,2020,9,28,4,14451.0
1531,2020,9,28,5,14541.0
1846,2020,9,28,6,15162.0
2161,2020,9,28,7,16383.0
2476,2020,9,28,8,17397.0
2791,2020,9,28,9,18215.0
3106,2020,9,28,10,18782.0
3421,2020,9,28,11,19139.0
3736,2020,9,28,12,19525.0
4051,2020,9,28,13,19871.0
4366,2020,9,28,14,20187.0
4681,2020,9,28,15,20362.0
4996,2020,9,28,16,20560.0
5311,2020,9,28,17,20799.0
5626,2020,9,28,18,20901.0
5941,2020,9,28,19,20501.0
6256,2020,9,28,20,20484.0
6571,2020,9,28,21,19806.0
6886,2020,9,28,22,18788.0
7201,2020,9,28,23,17667.0
7516,2020,9,28,24,16483.0
272,2020,9,29,1,15548.0
587,2020,9,29,2,14867.0
902,2020,9,29,3,14394.0
1217,2020,9,29,4,14114.0
1532,2020,9,29,5,14170.0
1847,2020,9,29,6,14836.0
2162,2020,9,29,7,16221.0
2477,2020,9,29,8,17349.0
2792,2020,9,29,9,18084.0
3107,2020,9,29,10,18631.0
3422,2020,9,29,11,19039.0
3737,2020,9,29,12,19338.0
4052,2020,9,29,13,19442.0
4367,2020,9,29,14,19534.0
4682,2020,9,29,15,19535.0
4997,2020,9,29,16,19441.0
5312,2020,9,29,17,19478.0
5627,2020,9,29,18,19642.0
5942,2020,9,29,19,19634.0
6257,2020,9,29,20,19514.0
6572,2020,9,29,21,18881.0
6887,2020,9,29,22,17912.0
7202,2020,9,29,23,17034.0
7517,2020,9,29,24,16214.0
273,2020,9,30,1,15377.0
588,2020,9,30,2,14732.0
903,2020,9,30,3,14340.0
1218,2020,9,30,4,14195.0
1533,2020,9,30,5,14068.0
1848,2020,9,30,6,14343.0
2163,2020,9,30,7,15419.0
2478,2020,9,30,8,16415.0
2793,2020,9,30,9,17040.0
3108,2020,9,30,10,17206.0
3423,2020,9,30,11,17174.0
3738,2020,9,30,12,17092.0
4053,2020,9,30,13,17045.0
4368,2020,9,30,14,17107.0
4683,2020,9,30,15,17182.0
4998,2020,9,30,16,17296.0
5313,2020,9,30,17,17561.0
5628,2020,9,30,18,17830.0
5943,2020,9,30,19,17797.0
6258,2020,9,30,20,17880.0
6573,2020,9,30,21,17203.0
6888,2020,9,30,22,16349.0
7203,2020,9,30,23,15385.0
7518,2020,9,30,24,14457.0
274,2020,10,1,1,13770.0
589,2020,10,1,2,13221.0
904,2020,10,1,3,12901.0
1219,2020,10,1,4,12758.0
1534,2020,10,1,5,12848.0
1849,2020,10,1,6,13472.0
2164,2020,10,1,7,14672.0
2479,2020,10,1,8,15613.0
2794,2020,10,1,9,16179.0
3109,2020,10,1,10,16373.0
3424,2020,10,1,11,16525.0
3739,2020,10,1,12,16805.0
4054,2020,10,1,13,16947.0
4369,2020,10,1,14,17070.0
4684,2020,10,1,15,17159.0
4999,2020,10,1,16,17188.0
5314,2020,10,1,17,17338.0
